"Serial No","Assamese Sentence","Sentiment"
207,"১২ বছৰ বয়সতেই তেওঁ প্ৰথম পৰ্বতাৰোহণৰ দৰে ৰোমাঞ্চকৰে কাম আৰম্ভ কৰে।","Neutral"
597,"১৭০৯ চনত বাৰ্টলমেও ডি গুছ্মাউ নামৰ ব্ৰাজিলৰ পাদুৰীএজনে লিছবনত এটা ৰুমৰ ভিতৰত গৰম বতাহৰ এটি বেলুন নিৰ্মাণ কৰি উলিয়ায়।","Neutral"
45,"১০০টা হাতীৰ এটা জাক প্ৰতিবছৰে হাবিখনলৈ আহে আৰু প্ৰায় ছমাহমান সময় থাকে।","Neutral"
44823,"চমুকৈ, সংবেদন হৈছে ভৌতিক পৰিৱেশৰ অনুবাদিত ৰূপ যিবোৰৰ তথ্য আমাৰ মগজুৱে বিশ্লেষণ কৰাৰ ফলত আমি ভৌতিক পৰিৱেশৰ প্ৰতি প্ৰতিক্ৰিয়া প্ৰকাশ কৰোঁ।","Negative"
15119,"আনন্দী নামৰ চৰিত্ৰত কৰা অভিনয়ৰ বাবে তেওঁ শ্ৰেষ্ঠ অভিনেত্ৰীৰ আনন্দলোক পুৰস্কাৰ লাভ কৰে।","Positive"
203,"১২ বছৰ বয়সত তেওঁ নিজৰ প্ৰথমখন ঘৰুৱা ছবি নিৰ্মাণ কৰে।","Neutral"
913,"১৮৪৯ ৰ পৰা ১৮৫৪ চনৰ ভিতৰত জন স্ন'ৱে কলেৰাৰ বিষয়ে কৰা অধ্যয়নৰ ফলত ৰোগ বিতৰণৰ তথ্যৰ যথেষ্ট উন্নতি হয়।","Positive"
88,"১০ শতিকাৰে বুলি ভৱা হৈছে যদিও ১৯৭০ চন পৰ্যন্ত এই কলাই পৰিচিতি লাভ কৰা নাছিল।","Neutral"
21358,"ইয়াৰ ফলত বাংলাদেশত আইন শৃংখলা বজায় ৰখাত অসুবিধাৰ সৃষ্টি হয় আৰু মুজিবুৰ হত্যাকাণ্ড সংগঠিত হোৱাৰ পথ প্ৰশস্ত হয়।","Positive"
45578,"""চাৰ্চ-টিউৰিং থেচিচ""-অৰ মূল ভেটিৰ ওপৰত প্ৰতিষ্ঠিত এই বিভাগৰ অধীনত সংগণনৰ বা কম্পিউটেশ্যনৰ বিভিন্ন গাণিতীক আৰ্হি আৰু ইহঁতক ব্যৱহাৰ কৰি সমাধান কৰিব পৰা সমস্যাবোৰৰ সম্পৰ্কে অধ্যয়ন কৰা হয়।","Negative"
96,"১১৩৩ৰ পৰা ১১৪৩ লৈকে পদসমূহ এই বিৰচনৰ অন্তৰ্গত।","Neutral"
36478,"কাঁহী দুখন জোৰেৰে ঘূৰাই ফুটাৰে চাই পঠিয়ালে পাছফালৰ ছবিখনে লৰচৰ কৰা দেখা গৈছিল।","Negative"
5559,"২০০০ চনত ৰাউলিঙে কয় যে ভ’লডেমৰ্ট প্ৰকৃততে “এক অত্যাচাৰী তথা মানসিক ভাৱে অসূস্থ ব্যক্তি যিয়ে অন্য মানুহৰ দুখ-যন্ত্ৰণাক গুৰুত্ব নিদিয়ে”।","Negative"
630,"১৭৬৫ চনত বংগৰ দিৱানিৰ জৰিয়তে ব্ৰিটিছসকল প্ৰথমবাৰৰ বাবে জয়ন্তীয়াসকলৰ সংস্পৰ্শলৈ আহে।","Neutral"
37554,"কিছুমান ঔষধি উদ্ভিদৰ খেতি কৰি অতিৰিক্ত সংগ্ৰহৰ সমস্যা সমাধান কৰিব পাৰি।","Negative"
38007,"কিতাপ দুখনে প্ৰকাশৰ দুবছৰৰ ভিতৰতে মুঠ ২২ কোটি টকাৰ বিক্ৰীৰে 'নীলসেন বুকস্কেন'ৰ সৰ্বাধিক বিক্ৰী হোৱা গ্ৰন্থৰ তালিকাত শীৰ্ষস্থান অক্ষুণ্ন ৰাখে।","Negative"
120,"১১ জন লোক নিৰুদ্দেশ হৈছিল।","Neutral"
141,"১২০৬ খ্ৰীষ্টাব্দত মঙ্গোল জাতিৰ পিতা ছেঙ্গিজ খাঁই বিশাল মঙ্গোল সাম্ৰাজ্যৰ সূচনা কৰে।","Neutral"
594,"১৭০৫ চনৰ ভিতৰত, মাৰাঠাসকলে নৰ্মদা নদী পাৰ হৈছিল আৰু মালৱাত সৰু প্ৰৱেশ কৰিছিল।","Neutral"
394,"১৫৭২ চনত পুণৰ বাব চুতীয়া সেনাপতি এজনৰ নেতৃত্বত শদিয়া অঞ্চলৰ চুতীয়া সকলে মুৰ দাঙি উঠে।","Neutral"
42396,"গতিকে ইয়াৰ মেৰামতিত যথেষ্ট সুবিধা হয়।","Positive"
15141,"আনফালে এজিদৰ নৰ-পিশাচ সৈন্যবোৰে পৈশাচিক আনন্দত উন্মত্ত হৈ দানবীয় নৃত্যত মগুল।","Positive"
30582,"এই ৰোগৰ জটিলতাবোৰ হৈছে, ভাইৰাছজনিত নিউম'নিয়া, গৌণ বেক্টেৰিয়াজনিত নিউম'নিয়া, ছাইনাছ সংক্ৰমন, আৰু এজমা বা হৃদযন্ত্ৰৰ বিকলতাৰ দৰে পুৰণি সমস্যাৰ উক দিয়া।","Negative"
20921,"ইয়াৰ পিছত তেওঁ সিদ্ধাৰ্থ আনন্দৰ অনজানা অনজানিত অভিনয় কৰে।","Positive"
6,"০ (২০১০) মুকলি কৰে, য'ত হিট একক ""বেবী"" আছিল।","Neutral"
414,"১৫নং ৰাষ্ট্ৰীয় ঘাই পথাৰ দাঁতিত জামুগুৰি ডাক-বাঙলাৰ সন্মুখত এই অনুষ্ঠানটো আছে।","Neutral"
41063,"কোনো কোনোৱে ""টীকাভাষ্য"" আৰু ""গুৰু চৰিত"" পুথি দুখনো ৰামচৰণ ঠাকুৰ ৰচিত বুলি ক'ব খোজে।","Negative"
36484,"কাকত এখনত অভিনয় শিল্পী বিচাৰি দিয়া বিজ্ঞাপন এটা নিৰূপা ৰয় আৰু তেওঁৰ স্বামীয়ে দেখা পাই আবেদন কৰিছিল।","Negative"
46922,"ছাত্ৰী সকলৰ বাবে ছাত্ৰী আবাসৰ ব্যৱস্থাৰ উপৰিও অহা-যোৱা সুবিধাৰ হেতু কলেজ বাছৰ ব্যৱস্থাও আছে।","Positive"
1125,"১৮৭৬ চনত তেখেতে দুখীয়াৰ শিক্ষাৰ বাবে Association of Salesian Cooperators আৰম্ভ কৰে।","Negative"
30518,"এই ৰাষ্ট্ৰত দুখন দ্বীপ আছে।","Negative"
39406,"কিন্তু ৰঙৰ মহিলাসকলৰ কৰ্মৰ ছেটিংচত একে ধৰণৰ এক্সেচযোগ্যতা আৰু সুবিধাসমূহ নাই।","Positive"
39811,"কুআলা লামপুৰ মানে ""পংকিল সংগম""; কুআলা মানে সেই বিন্দু য'ত দুখন নদী লগ লাগে বা তিনিসোঁতী, আৰু লামপুৰ মানে ""বোকা""।","Negative"
16955,"আৰু মহিলাৰ সামাজিক স্থিতিৰ উন্নতি সাধন কৰাৰ স্বীকৃতি স্বৰূপ এই বঁটা প্ৰদান কৰা হয়।","Positive"
510,"১৬৬৭ চনৰ ডিচেম্বৰ মাহত আহোমে গুৱাহাটী উদ্ধাৰ কৰাৰ খবৰ পাই অম্বৰৰ ৰজা ৰামসিংহৰ অধীনত এক বিশাল সৈন্যবাহিনী অসমলৈ প্ৰেৰণ কৰে।","Neutral"
18860,"ইয়ৰোপৰি তিতাবৰৰ মেলামাটিত ইছলামী শিক্ষাৰ বাবে দুখন শিক্ষানুস্থান গঢ়ি উঠিছে।","Negative"
9674,"অঞ্চল ভৌগোলিক ভাবে খামবৎ উপসাগৰে পৃথক কৰা দুখন জিলা দমন আৰু দিউৰে গঠিত।","Negative"
37788,"কিছুমান ৱেবছাইট খুলিবলৈ আৰু তাৰ ভিতৰৰ বস্তু বিলাক চাবলৈ গ্ৰাহকভুক্তিৰ বাবে আবেদন কৰিবলগীয়া হয়।","Negative"
2928,"১৯৫০ চনৰ ২৬ আগষ্ট তাৰিখে গাছেমৰাৰ এক দুখীয়া পৰিয়ালত প্ৰহ্লাদ চন্দ্ৰ তাছাৰ জন্ম হৈছিল।","Negative"
29014,"এই প্ৰতিষ্ঠানে অসম তথা উত্তৰ পূৰ্বাঞ্চলৰ সামাজিক সমস্যা, পৰিৱৰ্তন আৰু উন্নয়ন বিষয়ক গৱেষণা কৰা তথা এই বিষয়ৰ গৱেষণাক উদগনি দিয়ে।","Negative"
32380,"একেটা শ্ৰেণীকোঠাত বিভিন্ন বৰ্ণ আৰু সম্প্ৰদায়ৰ শিক্ষাৰ্থী সকলে পোন প্ৰথমে এই নতুন পৰিৱেশত কাম কৰিবলৈ যথেষ্ট অসুবিধাৰ সন্মুখীন হল।","Positive"
524,"১৬৭১ চনৰ ৭ এপ্ৰিলত, ৰাম সিংহই কামৰূপ এৰি ৰঙামাটিলৈ গুচি যায়।","Neutral"
482,"১৬৫৬ চনৰ ৮ নৱেম্বৰত পূৱ লণ্ডনৰ হেগাৰষ্টন নামে ঠাইত এডমাণ্ড হেলিৰ জন্ম হৈছিল।","Neutral"
47851,"জ’হাৰি ৱিনড’ত সক্ষম, সাহসী, শান্ত, আনন্দমুখৰ, যুক্তিবাদী, লাজকুৰীয়া, বিশ্বাসী আদি ৫৫ টা বিশেষণ বা বৈশিষ্ট্য থাকে যি অংশগ্ৰহনকাৰীজনৰ সম্ভৱপৰ বিশেষত্ব বা দোষ-গুণসমূহ প্ৰতিফলিত কৰে।","Positive"
436,"১৫ শতিকাৰ পৰায়ে এই অঞ্চল পৰ্তুগীজ সকলৰ অধীন আছিল।","Neutral"
573,"১৬ শতিকাৰ আগভাগত অসমত কোচ ৰাজ্যৰ উত্থান ঘতিছিল।","Neutral"
271,"১৪৭৭ চনৰ শৰৎ কালত কলম্বাছে এখন পতুৰ্গীজ জাহাজত গেলৱেৰ পৰা লিছবনলৈ যায়।","Neutral"
3076,"১৯৫৩ চনত পৰিচালনাৰ সুবিধাৰ্থে ভাৰতীয় ৰেলক কিছুমান জ'নত বিভক্ত কৰা হয়।","Positive"
503,"১৬৬৭ চনত অ’লে ৰ’মাৰে বৃহস্পতিৰ চন্দ্ৰসমূহৰ আপাত গতি অধ্যয়ন কৰি পোন প্ৰথম বাৰৰ বাবে ""পোহৰৰ গতিবেগ সীমিত"" বুলি মন্তব্য আগবঢ়াইছিল।","Neutral"
649,"১৭৭৬ চনৰ নৱেম্বৰ মাহত তেখেতে মেগিঅৰ হ্ৰদত মিথেন গেছৰ সন্ধান পায়।","Neutral"
23077,"উক্তিৰ আন আন বহুতো অনলাইন সংগ্ৰহ থাকিলেও ৱিকিকোৱ'টত পঢ়ুৱৈয়ে নিজে অৰিহণা যোগাবলৈ সুবিধা পায়।","Positive"
511,"১৬৬৭ শকত (১৭৪৫-৪৬ খ্ৰীষ্টাব্দ) এই মন্দিৰ নিৰ্মাণ কৰিছিল।","Neutral"
44953,"চৰকাৰে পেৰিছ আৰু অন্যান্য অঞ্চলত গণহিংসাত্মক কাৰ্য্য সংঘটিত হ'ব পৰা সংবেদনশীল ৰাজহুৱা স্থানসমূহত আগতীয়াকৈ সাৱধানতামূলক ভাৱে বিভিন্ন নিষেধাজ্ঞা আৰু পুলিছবাহিনী মোতায়েন কৰা স্বত্বেও সমগ্ৰদেশত প্ৰায় ১,২৫,০০০ জন হালধীয়া চোলা পৰিহিত লোক ৰাজপথলৈ উলাই আহে।","Negative"
11750,"অৱশ্যে এই দুয়োখন গ্ৰন্থ প্ৰকাশ কৰিব নোৱাৰা মনৰ দুখৰ কথা তেওঁৰ বিষয়ে আলোচনা কৰাসকলে প্ৰায়ে উল্লেখ কৰিছে।","Negative"
284,"১৪৯৩ চনত বাহমনি শাসক বাহাদুৰ খান গিলানিয়ে এই দ্বীপসমূহ জয় কৰাৰ লক্ষ্যৰে অভিযান চলাইছিল।","Neutral"
7911,"২১ শতিকাত অন্যান্য ব্ৰিটিছ মহানগৰসমূহৰ লগতে শ্বেফিল্ডৰো বহুলভাৱে বিকাশ আৰু উন্নতি হয়।","Positive"
144,"১২০৯ চনত শিক্ষাৰ্থী আৰু অক্সফ'ৰ্ডৰ বাসিন্দাৰ মাজত মতানৈক্য হোৱাত কিছু ব্যক্তি উত্তৰ-পূৱৰ কেমব্ৰিজলৈ আহি নতুন বিশ্ববিদ্যালয় এখন স্থাপন কৰিলে।","Neutral"
16756,"আৰু তিনিটা ‘বেঙ্গল ফিল্ম জাৰ্ণেলিষ্টছ্ এছোচিয়েচন (BFJA) বঁটা’ আৰু দুটা ‘আনন্দলোক বঁটা’ৰে সন্মানিত হৈছে।","Positive"
42027,"খ্ৰীষ্টপূৰ্ব ৪০০ শতিকাতে চীনদেশত এক হাতেৰে উৰাব পৰা খেলনাৰ প্ৰচলন হৈছিল, বাঁহৰ ঠাৰিৰ মূৰত দুখন পাখিযুক্ত এই খেলনাবিধ হাতেৰে জোৰেৰে ঘূৰাই এৰি দিলে ওপৰলৈ উৰি যায় আৰু লাহে লাহে নামি আহে।","Negative"
40043,"কৃষি উৎপাদন বৃদ্ধিৰ কামনাৰে এই উৎসৱ-পাৰ্বণবোৰত পূজা-সেৱা কৰি বলি বিধানো‌ দিয়া হয়, গীত-নৃত্যৰ লগত বাদ্যযন্ত্ৰ সংগত কৰি ৰং-ধেমালিৰে আনন্দ কৰা হয়।","Positive"
11907,"অৱশ্যে ট্যুৰিঙে সমাধান কৰা সমস্যাকেইটা কিছু আগেয়েই আন এজন গণিতজ্ঞই সমাধান কৰিছিল, যদিও ট্যুৰিঙে সেইটো জনা নাছিল।","Negative"
23871,"উন্নতিৰ বাবে তেওঁ অতুলনীয় অৱদান আগবঢ়াই থৈ গৈছে।","Positive"
329,"১৫০৮ চনত গ্যাসপাৰ কোৰিয়া নামৰ এক পৰ্তুগীজ লেখকে তেখেতৰ Lendas da Índia (""Legends of India"") গ্ৰন্থত এই চহৰক Bombaim নামেৰে উল্লেখ কৰে।","Neutral"
27662,"এইদৰে তিনতত দিন, তিনদিন নিশা ৰং-আনন্দ, ভোজভাত আৰু পূজা-অৰ্চনাৰ পাচত পঃৰাগ উৎসৱৰ সামৰণি মৰা হয়।","Positive"
15095,"আনন্দ কুমাৰক মালবাৰ গল্ড এণ্ড ডায়মণ্ড(Malabar Gold & Diamonds)ৰ দ্বাৰা আন্তঃৰাষ্ট্ৰীয় শিক্ষা বঁটা(Global Education Award)ৰে সন্মানিত কৰা হয়।","Positive"
15744,"আন্তঃগাঁথনি উন্নীত কৰে, এটা ইনষ্ট্ৰুমেণ্ট লেণ্ডিং চিষ্টেম (আই.এল.এছ.) স্থাপন, দুটা ইন্ধন ভৰ্তি সুবিধা নিৰ্মাণ, ৰানৱে সম্প্ৰসাৰণ আৰু উৰণ-পথৰ বাধা আঁতৰ কৰে।","Positive"
27906,"এই দুখন আছিল প্ৰথম দুখন মুক্ত বিশ্ব চেম্পিয়নশ্বিপ, ১৯২৪ চনৰ পৰাই ফিফাৰ বৃত্তিমুখী যুগৰ আৰম্ভ হয়।","Negative"
25948,"এই ক্ষেত্ৰত বীজগণিতীয় জ্যামিতিক সমস্যা সমূহ বিমূৰ্ত বীজগণিতৰ সহায়ত সমাধান কৰা হয়।","Negative"
46538,"ছবিখনত এক ঔষধ প্ৰতিষ্ঠানে মিউটেণ্ট জিনৰ এক এণ্টিড'টৰ উন্নতি সাধন কৰে যি মিউটেণ্ট জাতিক প্ৰৰোচিত কৰে।","Positive"
36312,"কলিকতাত থকা অৱস্থাত তেওঁ অসমীয়া ভাষা উন্নতি সাধনী সভাৰ এজন সক্ৰিয় সদস্য হয় আৰু জোনাকী কাকতত নিয়মীয়া লিখিবলৈ লয়।","Positive"
47129,"ছেঙ্গিজ খাঁই বিশাল সাম্ৰাজ্য শাসনৰ সুবিধাৰ বাবে মঙ্গোলিয়াক অন্তঃমঙ্গোলিয়া (মূল ভূ-ভাগ) আৰু বহিঃমঙ্গোলিয়া হিচাপে দুভাগত বিভক্ত কৰিছিল।","Positive"
147,"১২০(খ)ৰে দণ্ডিত হব পৰা দোষী সাব্যস্তিত জনক অপৰাধৰ বলি হোৱা পক্ষই ক্ষমাদান কৰাৰ কোনো অৱকাশ নাই।","Neutral"
154,"১২২৮ খ্ৰীষ্টাব্দত আহোম সকল এই ভূমি খন্দত প্ৰবেশ কৰে।","Neutral"
4819,"১৯৮৯ চন আৰু ১৯৯১ চনত ভানুপ্ৰিয়াই দুখনকৈ হিট তামিল ছবি উপহাৰ দিয়ে।","Negative"
38782,"কিন্তু তাৰিখৰ অসুবিধাৰ বাবে প্ৰযোজক কৰণ জোহৰে ইশকজাদে খ্যাত অৰ্জুন কাপুৰে এই চলচ্চিত্ৰত অভিনয় কৰিব বুলি নিশ্চিত কৰে।","Positive"
33,"০ হ'ল সকলোৱে সমান সম্পদ দখল কৰিলে প্ৰদৰ্শিত সহগৰ মূল্য আৰু ১ হ'ল সকলো সম্পদ এজনে দখল কৰা আৰু আন সকলোৱে সম্পদ দখলেই নকৰাৰ অৱস্থাত প্ৰদৰ্শিত সহগৰ মূল্য।","Neutral"
38308,"কিন্তু ইয়াৰে এটাও সন্তুষ্টজনক নাছিল আৰু ৰহিঙীয়াসকলৰ এই দুয়োটা লিপিতে পঢ়োঁতে অসুবিধা হৈছিল।","Positive"
49564,"ডাক বিভাগৰ বাবে সুকীয়া ব্যৱস্থাৱলী ৰখা হৈছিল আৰু চৰকাৰী ৰেলৰ নিৰ্দ্ধাৰিত নিৰিখতে ডাক বিভাগক সা-সুবিধা প্ৰদানৰ বাধ্য-বাধকতা ৰখা হৈছিল।","Positive"
13794,"আগৰ ঠেং দুখন সৰু আৰু পিছৰ ঠেং দুখন পতাযুক্ত।","Negative"
19172,"ইয়াত অসম চৰকাৰৰ পৰ্যটন বিভাগৰ দ্বাৰা পৰিচালিত আৰু থকা-খোৱাৰ সুবিধা থকা এটা পৰ্যটন গৃহও ইয়াত আছে।","Positive"
560,"১৬ দিনীয়া উক্ত অভিযানটোত সফলতাৰে প্ৰায় আশীটা পৰীক্ষা সম্পন্ন কৰা হৈছিল।","Neutral"
532,"১৬৭৮ চনত মোগল সম্ৰাট ঔৰংগজেৱৰ তৃতীয় পুত্ৰ মহম্মদ আজম শ্বাহে বেংগলত চুবেদাৰ হিচাপে থকা সময়ছোৱাত দুৰ্গটোৰ নিৰ্মাণ কাৰ্য আৰম্ভ কৰিছিল।","Neutral"
36813,"কামৰূপীয় সংগীতৰ ই নৱতম ধাৰা সৃষ্টি কৰিবলৈ যত্নপৰ হোৱা কীৰ্তিনাথ শৰ্মা বৰদলৈয়ে দীৰ্ঘদিনীয়া গৱেষণাৰ অন্তত 'কামৰূপীয় সংগীত' আৰু 'সুৰ পৰিচয়' নামৰ গ্ৰন্থ দুখন লিখি উলিয়াইছিল।","Negative"
13506,"আকাংক্ষা হৈছে এটা বেচৰকাৰী অলাভজনক সংস্থা যিয়ে মুম্বাইৰ বস্তি এলেকাত থকা দৰিদ্ৰ আৰু দুৰ্ভগীয়া শিশুক শিক্ষাদান কৰাৰ লগতে বৃত্তিমূলক সুবিধাৰ প্ৰদান কৰে।","Positive"
11526,"অৱশেষত ১৯৪৭ চনৰ আগষ্ট মাহত ভাৰতৰ ভূ-খণ্ডক দ্বিখণ্ডিত কৰি ভাৰত আৰু পাকিস্তান নামেৰে দুখন পৃথক স্বাধীন ৰাষ্ট্ৰৰ গঠন হয়।","Negative"
13694,"আক্ষৰিক বুলিয়ে নহয় বৰং ভাবানুবাদতো তেওঁ সুবিধা লৈছিল।","Positive"
470,"১৬৩৯ চনৰ পৰা ১৬৭৩ চনলৈকে আহোম ৰাজত্ব কালৰ কিছুমান গুৰুত্বপূৰ্ণ ঘটনাৱলী কালপুৰুষৰ মূল আধাৰ।","Neutral"
635,"১৭৬৯-১৮০৬ চন পৰ্যন্ত মোৱামৰীয়া বিদ্ৰোহে আহোম সাম্ৰাজ্য কঁপাই তুলিছিল।","Neutral"
94,"১-১০ লৈকে মৌলিক সংখ্যা ৪ টা।","Neutral"
3921,"১৯৭১ চনত টেক্সাছৰ অষ্টিন জিলাৰ বিদ্যালয় সমূহৰ শিক্ষাৰ্থী সকলৰ মাজত বিৰাজ কৰা উগ্ৰতা, পাৰস্পৰিক বিশ্বাসহীনতা আদি সমস্যা সমূহ কেনেধৰণে সমাধান কৰিব পৰা যায় তাৰ উপায় উদ্ভাৱন কৰিবলৈ ড॰ ইলিয়ট আৰনচনক নিমন্ত্ৰণ জনোৱা হল।","Negative"
127,"১১ বছৰ বয়সত এডিনবাৰ্গ একাডেমিলৈ পঠিওৱাৰ সময়তো তেওঁৰ একেটা সমস্যাই হৈছিল ।","Negative"
7944,"২৪ এপ্ৰিল, ২০১২ ত শ্বীনায়ে কাৰ্য্যালয়ৰ পৰা ছুটি বিচাৰি আবেদন কৰে আৰু ছুটিৰ মাজতে এদিন তেওঁ কাৰ্য্যালয়লৈ এখন ইস্তফা পত্ৰ প্ৰেৰণ কৰে ।","Negative"
67,"১০খন দক্ষিণ-পূব এচিয় ৰাষ্ট্ৰৰ এক ৰাজনৈতিক তথা অৰ্থনৈতিক সংগঠন বা সংস্থা।","Neutral"
392,"১৫৭০ চনত মধ্য ভাৰতৰ ৰেৱাৰ পুৰোহিত ক্ষেমকৰ্ণে সংস্কৃতত ৰাগমালাৰ ওপৰত এক কাব্যিক পাঠ সংকলিত কৰিছিল।","Neutral"
5,"০১ নেন'মিটাৰ) সাধাৰণ পোহৰতকৈ অনেক কম কাৰণে ইয়াক খালি চকুৰে দেখা নাযায়।","Neutral"
527,"১৬৭৫ খ্ৰীষ্টাব্দৰ নৱেম্বৰ মাহত নতুনকৈ সজা শিঙৰিঘৰ বৰনাওশালত অৰ্জুন কোঁৱৰৰ ৰাজ-অভিষেক সম্পন্ন হয় আৰু তেওঁ আহোমমতে চুজিন্‌ফা আৰু হিন্দুমতে সুৰ সিংহ নাম লয়।","Neutral"
44794,"চন্দ্ৰশেখৰে তেওঁৰ জীৱনকালত বিভিন্ন ভৌতিক সমস্যাৰ ওপৰত কাম কৰিছিল।","Negative"
378,"১৫৪৭ চনত গোঁহাই কমল আলি সম্পূৰ্ণ হয়।","Neutral"
16039,"আমি দুখন পুথি মিলাই এই ‘গুৰু-চৰিত’সম্পাদন কৰিলোঁ।","Negative"
28556,"এই পদ্ধতিত শুদ্ধতা অক্ষুণ্ণ থাকে যদিও পৰ্যবেক্ষণ ভিত্তিক হোৱা হেতুকে ভৱিষ্যতৰ দিন হিচাপ কৰাত অসুবিধা হয়।","Positive"
23440,"উৎপাদকৰ চয়ন সমস্যা হ'ল লাভ বৃহদায়নৰ সমস্যা।","Negative"
33189,"এটা কঠোৰ পৰিশ্ৰমৰ কৃষিচক্ৰৰ শেষত ঝুম খেতি চপোৱাৰ পিছত আনন্দ উল্লাসৰ মাজেৰে উদযাপন কৰাৰ উদ্দেশ্যে বুষু ডিমা অনুষ্ঠিত হয়।","Positive"
153,"১২২৭ চনত আব্বাছিদ কেলিফ আল-মুস্তানছিৰে মুস্তানছিৰিয়া মাদ্ৰাছা (Mustansiriya Madrasah) নামেৰে প্ৰতিস্থা কৰা মাদ্ৰাছখনৰ নাম ১৯৬৩ চনত মুস্তানছিৰিয়া বিশ্ববিদ্যালয় হিচাপে পুনৰ্নামকৰণ কৰা হয়।","Neutral"
37961,"কিতাপখন তেওঁ হৰ-আনন্দ প্ৰেছক বিক্ৰী কৰে।","Positive"
3487,"১৯৬২ চনতে স্থাপিত যোৰহাট মহাবিদ্যালয় আৰু নতুন যোৰহাট মহাবিদ্যালয় নামৰ দুখন মহাবিদ্যালয়ে ১৯৭০ চনত একত্ৰীকৰণৰ জৰিয়তে নাম পায় যোৰহাট মহাবিদ্যালয় (একত্ৰিত)।","Negative"
61,"১০৯২ চনত বিনা প্ৰতিদ্বন্দ্ব্ব্বিতাৰে জেইল সিঙ ভাৰতৰ ৰাষ্ট্ৰপতি পদৰ বাবে মনোনীত হ'ল।","Neutral"
64,"১০° উত্তৰ আৰু দক্ষিণ অক্ষাংশ অঞ্চলৰ অধিকাংশ হৈছে ক্ৰান্তীয় বৰ্ষাৰণ্য প্ৰভাৱিত অঞ্চল।","Neutral"
27912,"এই দুখন হ’ল মাটেৰিয়া মেডিকা আৰু ৰিপাৰ্টোৰিজ।","Negative"
239,"১৩টা অধ্যায়ৰ মুল চণ্ডীখন মাৰ্কেণ্ডয় পুৰাণৰ অন্তৰ্গত;ইয়াৰ উপৰিও দেৱী ভাগৱতত দেৱী মাহাত্ম্যক বিস্তৃত ভাবে বৰ্ণনা কৰা হৈছে।","Neutral"
288,"১৪৯৮ চনৰ ২০ মে’ত ভাস্কো দা গামা কালিকটৰ ওচৰৰ কাপ্পাডুত উপস্থিত হ’ল।","Neutral"
478,"১৬৫২ চনত ওলন্দাজ ইষ্ট ইণ্ডিয়া কোম্পানীয়ে দক্ষিণ আফ্ৰিকাৰ কেপ টাউন চহৰ প্ৰতিষ্ঠাৰ কৰি কেপ ক'ল'নী স্থাপন কৰিছিল।","Neutral"
36755,"কাম কৰাৰ আনন্দ ( ) হৈছে অসমীয়া সাহিত্যিক, সাংবাদিক, সমালোচক, কবি, গল্পকাৰ হোমেন বৰগোহাঞিৰ এখন গদ্য-ৰচনা।","Positive"
525,"১৬৭২ চনত মোগল সম্ৰাট ঔৰংজেৱৰ বিৰুদ্ধে কৰা এক বিদ্ৰোহ।","Neutral"
13344,"আইচিএমআৰৰ ৬টা আঞ্চলিক চিকিৎসা গৱেষণা কেন্দ্ৰই আঞ্চলিক ক্ষেত্ৰত দেখা দি্যা স্বাস্থ্যৰ সমস্যা চিনাক্তকৰণ কৰাৰ উপৰিও ভাৰতৰ বিভিন্ন ভৌগোলিক ক্ষেত্ৰত গৱেষণা সৱলীকৰণ কৰাতো গুৰুত্ব আৰোপ কৰে।","Negative"
641,"১৭৭০ চনৰ পাছত কম পক্ষেও চাৰিজন ব্যক্তিয়ে বৰআইৰ প্ৰতিৰোধৰ বাবে গো-বসন্তৰ টীকা দিয়াৰ পৰীক্ষা সফলতাৰে সম্পন্ন কৰিছিল।","Neutral"
459,"১৬২১ চনত অমৃতসৰত তেওঁৰ জন্ম হয়।","Neutral"
35198,"ওদালগুৰি জিলাক দুখন মহকুমাত ভাগ কৰা হৈছে।","Negative"
26339,""" এই গৱেষণাৰ ফলাফলৰ পৰা ইঙ্গিত পোৱা যায় যে ""সমকামিতাৰ বাবে দায়ী জিনসমূহ সম্ভৱত বিপৰীতকামী সকলৰ কোনো প্ৰজননগত সুবিধা দিয়ে, যাৰ ফলত জনসংখ্যাত সমকামী সকলৰ বিৱৰ্তন আৰু ধাৰাবাহিকতা সম্ভৱ হৈছে।","Positive"
29793,"এইবোৰ অসুবিধা নাইকিয়া কৰিবলৈ ব্ৰহ্মচাৰীয়ে কালা-আজাৰৰ চিকিৎসাৰ নিত্য-নতুন অন্বেষণ চলাই গ'ল।","Positive"
45312,"চহা কৃষকৰ গভীৰ আশা আৰু প্ৰত্যয়ৰ লগতে প্ৰয়োজনৰ ভাতমুঠি যেতিয়া পথাৰৰ পৰা ভঁৰাললৈ আহে, তেতিয়াই তেওঁলোকৰ মনত সীমাহীন আনন্দই বিৰাজ কৰে।","Positive"
16,"০৫ কোটি মূল্যত এই ফ্ৰেন্সাইজি লাভ কৰে।","Neutral"
45805,"চিত্ৰগ্ৰহণ আৰম্ভ হোৱাৰ আগদিনা ছবিৰ শিল্পী তথা কলা-কুশলীৰ দলটোৱে খবৰ পায় যে ছবিৰ চিত্ৰগ্ৰহণৰ স্থানসমূহৰ বাবে অনুজ্ঞাত কিছু অসুবিধা আছে।","Positive"
32,"০(শূন্য)টো প্ৰকৃততে কোনো ধনাত্মক বা ঋণাত্মক সংখ্যা নহয়।","Neutral"
