Serial No,Assamese Sentence,Sentiment
2757,"Hopkins 2002, p. 262–267 প্ৰতিষেধকটোক লৈ কিছু সন্দেহ থকা সত্বেও সমগ্ৰ ইউৰোপ আৰু আমেৰিক যুক্তৰাষ্ট্ৰত ইউআৰ বহুল ব্যৱহাৰ হ'বলৈ ধৰে।",Neutral
710,"১৯৩৫ চনত ""ডিব্ৰগড় ঊকীল সন্থা"" স্থাপন কৰাতো তেওঁ সক্ৰিয় ভূমিকা লৈছিল।",Negative
932,১৯৫২ চনত সাধাৰণ নিৰ্বাচনত তেওঁ মাদ্ৰাজৰ পথপত্তনম সমষ্টিৰ পৰা লোকসভাৰ সদস্য নিৰ্বাচিত হয়।,Negative
3538,"অৱশ্যে অনাকাংক্ষিত দীৰ্ঘকালীন একাকীত্ব সংক্ৰমিত ৰোগ, মানসিক বিসংগতি, স্নায়ৱিক বিসংগতি, জীৱিকা, কেৰিয়াৰ বা নিয়োগ উদ্ভূত মানসিক পৰিস্থিতি, আপোন ব্যক্তিৰ বিয়োগ, ঘূণে ধৰা সম্পৰ্কৰ দৰে অনিচ্ছাকৃত বাছনি ইত্যাদিৰ ফলশ্ৰুতি, অথবা ইচ্ছাকৃত বাছনি হ'ব পাৰে।",Positive
2394,২০২১ চনত অলংকৃতাৰ ৰচনা আৰু পৰিচালনাত 'বোম্বাই বেগমছ' নামৰ ছটা খণ্ডৰ এটি ৱেব-চিৰিজ নেটফ্লিক্সত মুক্তি দিয়া হয়।,Neutral
3171,অনুসূয়াক চিত্ৰকূট বনৰ দক্ষিণ অংশত নিজৰ পতিৰ সৈতে জুপুৰীত বাস কৰিছিল।,Neutral
1762,"২০০২ চনৰ গুজৰাটৰ হিংসাত্মক ঘটনাত তেওঁ আক্ৰমণকাৰীক ""হিন্দু"" আৰু ভুক্তভোগীক ""মুছলমান"" বুলি সম্বোধন কৰাৰ বাবে তেওঁ ভাৰতীয় প্ৰেছ পৰিষদৰ নীতি উলঙ্ঘন কৰিছিল।",Positive
2022,২০১০ চনত উচ্চ ৰক্তচাপ ১৮% মৃত্যুৰ (৯.,Neutral
1360,১৯৮২ চনৰ ২৫ জানুৱাৰীত শ্বিলাৰ পাৰ্ক ষ্ট'ট স্কুল খোলা হৈছিল।,Positive
310,১৮৬৩ চনত ৰাজকুমাৰ এলবাৰ্টে উদ্বোধন কৰিছিল বাবে ইয়াক “এলবাৰ্ট হল” বুলিও কয়।,Positive
2971,অতি নিষ্ঠাৰে নৱগঠিত মহাবিদ্যালয়খনৰ ভৱিষ্যত চিন্তা কৰি তেওঁলোকে বিনা পাৰিশ্ৰমিকেৰে সেৱা আগবঢ়াইছিল।,Positive
4342,আথাৰামুৰা পৰ্বতৰ উত্তৰ অংশত এই নদীখনৰ উৎপত্তি হৈছে।,Positive
641,১৯২৭ চনত উত্তৰ প্ৰদেশ কংগ্ৰেছ কমিটীৰ সভাপতি নিৰ্বাচিত হয়।,Negative
3848,"অসমৰ চাহ বাগিছাৰ স্থানীয সময়, যাক ""চাহ বাগান সময়"" বা ""বাগানটাইম"" বুলি কোৱা হয়, ভাৰতীয় মান সময়তকৈ এঘণ্টা আগবঢ়া।",Negative
3565,অৱশ্যে এই পৰিৱৰ্তনসমূহ কিদৰে সংঘটিত হৈছিল সেয়া এতিয়াও নিশ্চিতকৈ জানিব পৰা হোৱা নাই।,Positive
4069,আইমাতৃক সন্তুষ্ট কৰিবৰ বাবে কৰা নৃত্যই হ’ল খেৰাই নৃত্য।,Positive
28531,সাহিত্য ক্ষেত্ৰলৈ তেখেতৰ অৱদানৰ বাবে কমলা দাসে অনেক স্বীকৃতি লাভ কৰিছিল।,Positive
3683,"অৱশ্যে, সংবিধান সভাৰ দ্বাৰা প্ৰস্তুত আৰু অনুমোদিত ভাৰতৰ নতুন সংবিধানক ১৯৩০ চনৰ ঘোষণাৰ স্মৰণৰ বাবে ১৯৫০ চনৰ ২৬ জানুৱাৰীত কাৰ্যকৰী হ'বলৈ আদেশ দিয়া হৈছিল।",Negative
3207,অন্য DNA ৰ পৰা সংগ্ৰহ কৰা অংশবিশেষ বাহকৰ প্লাজমিডৰ নিউক্লিয়’টাইডৰ এটা বিশেষ স্থানত লগ লাগে।,Neutral
4444,"আদি সহ ইছলাম ধৰ্মৰ ৰীতি-নীতি, অনুষ্ঠান সঠিক ভাবে পালন কৰা নাছিল।",Positive
4530,আনকি ইয়াৰ পানীত ওপৰমুৱাকৈ শুই বাতৰিকাকতো পঢ়িব পাৰি।,Neutral
867,১৯৪৯ চনত এইখন চেন্ট গ্ৰেগৰী কলেজ হিচাপে স্থাপন কৰা হৈছিল।,Neutral
4997,"আৰু এই একেটা কথাই টোৱাইলাইট আৰু নিউ মুনৰ ক্ষেত্ৰটো হৈছিল""।",Negative
10684,কথিত আছে যে মৃত্যুৰ পূৰ্বে তেওঁৰ লগত হোৱা অন্যায় আৰু বিশ্বাসঘাটকতাৰ বাবে দেশত আকাল হ'বলৈ চুদৈফাই অভিশাপ দিয়ে।,Negative
4536,"আন কিছুমান শ্ৰেণীভুক্ত নোহোৱা ভূত-প্ৰেত হ'ল- কালিকা, বেতাল, ঘোঁৰাপাক, হাটোৱালী, দ’ত, কালধূমা, ক্ষেত্ৰপাল আদি।",Neutral
3601,অৱশ্যে চৰিত পুথিত কাংশপাৰ নামটোৰ লগত ‘কাংশ’ নামৰ এটি অসুৰ বধ আৰু মুক্তি লাভৰ অলৌকিক কাহিনী পোৱা যায়।,Positive
24798,মাক-দেউতাক উভয়ৰে মৃত্যুঁজনিত কাৰণত শিশুক ঘাট-মাউৰা বুলি কোৱা হয় আৰু মাক-দেউতাকৰ পৰিচয় নোহোৱা শিশুক অনাথ বা জহৰা বোলে।,Negative
3353,অভিযানত অনা নমুণ্ডবোৰৰ লগত জড়িত ক্ৰিয়াকাণ্ডবোৰ গামপাইসমাধান কৰিব পাৰিছি।,Negative
2354,"২০১৯ চনত মুক্তিপ্ৰাপ্ত আত্ম-জীৱনীমূলক কথাছবি ""চাঁদ কী আখ""ত আগবঢ়োৱা অভিনয়ৰ বাবে পন্নুৱে আনগৰাকী অভিনেত্ৰী ভূমি পেডনেকাৰৰ সৈতে যুটীয়াভাৱে শ্ৰেষ্ঠ অভিনেত্ৰীৰ সমালোচকৰ ফিল্মফেয়াৰ লাভ কৰে।",Negative
1136,"১৯৬৯ চনত ডেভিদ নিকলে প্ৰায় ১০৭,০০০ জীৱিত প্ৰজাতি আছে বুলি অনুমান কৰিছিল।",Negative
276,১৮৪৭ চনতে ব্ৰহ্মপুত্ৰ নদীয়েদি ভাপ জাহাজ অসমলৈ আহিছিল।,Neutral
3300,অফীলিয়াই দেউতাক পলনিয়অছক খুব ভাল পাইছিল আৰু তেওঁৰ হাক-বচন মানি চলিছিল।,Neutral
722,১৯৩৬ চনৰ আগষ্টত প্ৰকাশিত কৃষক সভাৰ ইস্তেহাৰত জমিদাৰী ব্যৱস্থা বিলুপ্তকৰণ আৰু গ্ৰামীণ ঋণ বাতিলৰ দাবী তোলা হয়।,Negative
2774,"John A. Garraty, The Great Depression (1986) ই আছিল বিংশ শতিকাৰ আটাইতকৈ দীৰ্ঘতম, গভীৰতম, আৰু আটাইতকৈ বিস্তৃত মন্দাৱস্থা।",Negative
1918,২০০৭ চনৰ ১৯ জুলাইত অনুষ্ঠিত ৰাষ্ট্ৰপতি পদৰ নিৰ্বাচনত প্ৰতিভা পাটিলে জয় লাভ কৰে।,Positive
11,১০০০ জন পুৰুষৰ বিপৰীতে মহিলাৰ সংখ্যা আছিল ১০০৮ গৰাকী আৰু সাক্ষৰতাৰ হাৰ আছিল ৮৪.,Negative
4368,আদি কবিৰ কবিতা প্ৰকাশ হয়।,Neutral
3317,অভাৱগ্ৰস্ত পৰিয়ালটোৱে কিছু সকাহ লাভ কৰিলে।,Negative
16239,"তেওঁক বিড়লা হাউছৰ পৰা তেওঁৰ ঘৰলৈ ঘূৰাই লৈ যোৱা হৈছিল, তাৰ কিছুসময়ৰ পিছত এজন প্ৰতিনিধি আহি তেওঁৰ মৃত্যুৰ কথা ঘোষণা কৰে।",Negative
16673,তেওঁ বিশ্বৰ সপ্তম আটাইতকৈ ধনী মাতৃ আৰু তেওঁৰ স্বামীয়ে আৰম্ভ কৰা সামাজিক কাৰ্য সমূহলৈ তেওঁ অৱদান আগবঢ়ায়।,Positive
1899,২০০৬ ত একে ন্যায়ালয়ৰ ভাৰপ্ৰাপ্ত মূখ্য ন্যায়াধীশ হিচাপে পদোন্নীত হৈছিল।,Neutral
2404,২০% অসমীয়াভাষী মৰাণ আহোম কছাৰী ।,Positive
4191,আগৰৱালে পিছত 'কাভাচাম'ত এটি ভূমিকা পালন কৰিছিল।,Neutral
11568,কিন্তু ডাঙৰ ককায়েকৰ মৃত্যুৰ বাবে ফাহিয়েন সৰুতেই বৌদ্ধবিহাৰৰ কামত জড়িত হয়।,Negative
5167,"আৰু ) হ'ল ইছলামী চিন্তা, আইন আৰু দৰ্শনৰ ক্ষেত্ৰত উচ্চ পৰ্যায়ৰ পন্ডিতসকলৰ নামৰ সৈতে ব্যৱহৃত সম্মানজনক উপাধি।",Neutral
2470,২ নিযুত দৰ্শনৰ সৈতে সৰ্বকালৰ আটাইতকৈ বেছি চোৱা গান।,Positive
2320,২০১৭ চনৰ বিশ্ব যুৱ মহিলা বক্সিং প্ৰতিযোগিতাৰ ৬৪ কিলোগ্ৰাম শাখাত অঙ্কুশিতাই সোণৰ পদক লাভ কৰিবলৈ সক্ষম হয়।,Positive
3987,"অসমীয়া সমাজত এনে কিছুমান ৰীতি-নীতি, আচাৰ-ব্যৱহাৰ আছে, যিবোৰত জলপান সম্বন্ধীয় লোকবিশ্বাস প্ৰচলিত হৈ আছে।",Neutral
3947,অসমীয়া পৰম্পৰা অনুসৰি সমাজত পাঠকে পুথি পঢ়াৰ সময়ত সমুখত চেলেং চাদৰ এখন বহলকৈ আঁৰি দিয়া হয়।,Negative
1790,২০০৩ চনৰ ২৩ ফেব্ৰুৱাৰী তাৰিখে তেওঁ লা লিগাত Celta de Vigo দলৰ বিৰুদ্ধে ঘৰুৱা খেলপথাৰত শেষ মুহূৰ্তত এটা গ'ল দি খেলখন ১-১ গ'লৰ ব্যৱধানত ড্ৰ কৰে।,Negative
5202,আলি : আলি হ'ল ঈশানৰ ক্ৰিকেট প্ৰশিক্ষণ শ্ৰেণীৰ বিৰল ক্ৰিকেট প্ৰতিভা থকা ছাত্ৰ।,Neutral
25444,মৃত্যুৰ সময়লৈকে তেওঁ সেই পত্ৰিকাখনৰ সম্পাদক আছিল।,Negative
1996,২০০৯ চনৰ ৪ ছেপ্তেম্বৰত তেওঁলোকৰ বহুদিনৰ দাবী পূৰণ হ’ল আৰু এই পাগুৰী এক বৌদ্ধিক সম্পদৰূপে পৰিগণিত হ’ল।,Positive
2692,৯ বছৰ বয়সতে মধুবালাই ১৯৪২ চনত মুক্তিপ্ৰাপ্ত চলচ্চিত্ৰ বসন্তত প্ৰথমবাৰৰ বাবে এটা সৰু চৰিত্ৰত অভিনয় কৰিছিল যদিও ১৯৪৭ চনতহে তেওঁ অভিনয় জগতত ভালকৈ প্ৰৱেশ কৰে।,Positive
2145,২০১২ চনৰ ১৫ জানুৱাৰী তাৰিখে শ্বাস-প্ৰশ্বাসজনিত ৰোগত তেওঁ বৰোডাত শেষ নিশ্বাস ত্যাগ কৰে।,Neutral
2837,"The Greek Myths, section 7. অৱশ্যে কোনো কোনো বিদ্বানৰ মতে ৰীয়া নামটো এক প্ৰাক-গ্ৰীক বা মিন'আন ভাষাৰ পৰাও উদ্ভৱ হ'ব পাৰে।",Negative
3744,অষ্ট্ৰেলিয়ান ফুটবল নউৰুৰ আটাইতকৈ জনপ্ৰিয় খেল।,Neutral
7065,"উৎসৱ, বিয়া, শস্য চপোৱা আদি যিকোনো আনন্দৰ মুহূৰ্তত সোনোৱাল কছাৰী সকলে নাচি-বাগি আনন্দত মতলীয়া হৈ পৰে।",Positive
3756,অসম আৰু অৰুণাচল প্ৰদেশৰ বিভিন্ন অঞ্চলৰ লগতে দুয়োখন ৰাজ্যই যুটীয়াভাৱেও এই উৎসৱ পালনৰ বাবে বিভিন্ন অনুষ্ঠানৰ আয়োজন কৰে।,Neutral
27463,শুনা যায় যে আহোম স্বৰ্গদেউসকলৰ মৃত্যুত তেওঁলোকৰ শৱদেহ মৈদাম দিওতে শৱদেহৰ সৈতে কেইজনমান লুখুৰাখনকো জীয়াই জীয়াই শৱদেহৰ লাচনী-পাচনীৰ বাবে মৈদাম দিয়া হৈছিল।,Negative
4322,আটাইতকৈ বেছি উপভোগ কৰা ভিডিঅ’।,Negative
16991,তেওঁৰ পৰৱৰ্তী ৰজাসকলে এই নৃত্যৰ অধিক উন্নতি আৰু সংস্কাৰ সাধন কৰে।,Positive
421,১৮৯৫ চনত বৰ্তমান বাংলাদেশৰ চিটাগং আৰু কুমিল্লাৰ মাজত ১৫০ কিলোমিটাৰ দৈৰ্ঘৰ ৰেলপথচোৱা চলাচলৰ বাবে মুকলি কৰা হয়।,Positive
5164,আৰু স্বাভাৱিকতেই শৰ্ম্মাদেৱৰ এই অসাধাৰণ কৃতিত্বৰ কথা চৌদিশে বিয়পি পৰিল।,Neutral
2681,৯০ খনৰো অধিক ৰহস্য কিতাপ সৃষ্টি কৰা সাহিত্যিক জীৱনত ভৰি দিয়াৰ আগতে তেখেতে কিতাপৰ পাইকাৰী দোকানত বিক্ৰেতা হিচাপে কাম কৰিছিল।,Negative
3946,অসমীয়া নাট্যজগতৰ প্ৰতি ফণী শৰ্মাৰ অৱদানক সন্মান জনাই তেখেতক নটসূৰ্য উপাধিৰে বিভূষিত কৰা হয়।,Positive
1989,২০০৯ চনত ৰোগোজিনে আৰ্কিঅ'প্লাষ্টিডা আৰু অন্যান্য সংকোষকেন্দ্ৰীয় জীৱৰ মাজত সুস্পষ্ট বিভাজন কৰিছিল।,Neutral
4663,আনহাতে ‘চপয়’ ছন্দত ৰচিত স্তৱ বা গুণানুকীৰ্তনমূলক গীতবোৰেই চপয়।,Positive
5022,আৰু ক্ৰমে ক্ৰমে তাই অধিক ৰহস্যৰ মাজলৈ সোমাই যায়।,Neutral
270,১৮৪৪ চনত মেদিনীপুৰত তেওঁৰ প্ৰকৃত শিক্ষাৰ সূচনা হয়।,Neutral
4954,আৰু ১খন আসনত জয়ী গণ সুৰক্ষা পাৰ্টিৰ সহযোগত ইউপিপিএলে পৰিষদ দখল কৰে আৰু প্ৰমোদ বড়োয়ে বড়োলেণ্ড ক্ষেত্ৰীয় পৰিষদৰ মুখ্য কাৰ্যবাহী সদস্য পদত অধিষ্ঠিত হয়।,Positive
4374,আদি কাকতৰ সংবাদিকতাত জড়িত থাকে।,Neutral
3061,"অধুনা ৱাংচু সমাজত মূৰ চিকাৰ অভিযান প্ৰথা লুপ্ত হ’ল যদিও ইয়াৰ স্মৃতি চিন জগতত জিলিকাই ৰাখিবৰ বাবে কৃত্ৰিম নৰমুণ্ড চিকাৰ অভিযান প্ৰথা পালি আহিছে, এইক্ষেত্ৰত যুঁজাৰুসকলে নৰমুণ্ডৰ সলনি বান্দৰৰ মূৰ খাত ভৰাই লয়।",Positive
2728,Copyright 2005 কিন্তু সাধাৰণতে ঋতুস্ৰাৱৰ বিষকে ডিচমেনৰিয়া বুলি কোৱা হয়।,Positive
25631,"যদিও ১৯৭৬ চনত শিক্ষিকাৰ মৃত্যুৰ পিছত তেওঁৰ জীৱনৰ তথা সহযোগীৰ লগত সম্পৰ্ক বিছিন্ন কৰা হৈছিল, তথাপি তেওঁ সিহঁতৰ জীয়েক আৰু অন্যান্য শিষ্যসকলোৰ লগত দ্বৈতৰ মাধ্যমত পৰিয়ালৰ সৃজনশীল ঐতিহ্যক জীয়াই ৰাখিছিল।",Negative
4731,আনহাতে মাতৃৰ নাম হৈছে ছুজান।,Neutral
3497,অৱশেষত ১৯৭৭ চনত আমেৰিকা আৰু পানামা চৰকাৰৰ মাজত হোৱা এক চুক্তি অনুযায়ী ১৯৯৯ চনত এই খালৰ সম্পূৰ্ণ নিয়ন্ত্ৰন পানামা চৰকাৰে লাভ কৰে।,Negative
1093,১৯৬৫ চনত ‘ৰূপ সনাতন’ ছবিৰ এটা কীৰ্তনত কণ্ঠদান কৰে।,Positive
4505,আন এক শ্লোকত ৰাম (বলৰাম) আৰু কেশৱৰ (কৃষ্ণ) মন্দিৰত যিবোৰ বাদ্যযন্ত্ৰ বজোৱা হয় সেইবোৰৰ উল্লেখ আছে।,Negative
2336,২০১৮ চনৰ ৫ মে তাৰিখে এখন ই-আলোচনী প্ৰকাশ কৰাৰ এটা প্ৰস্তাৱ আমি বজেইলা ফেচবুক গোটত উত্থাপিত হয় আৰু ইয়াক প্ৰকাশ কৰাৰ সিদ্ধান্ত লোৱা হয়।,Negative
22975,"বিক্ষোভকাৰীসকলৰ বিৰুদ্ধে পুলিচ আৰু বিমান ব্যবহাৰ কৰা হয়, ইয়াৰ ফলত ১২ জন লোকৰ মৃত্যু হয় আৰু ২৭ জন আহত হয়।",Negative
1728,"২০০০ৰ পৰা ৩০০০ কাঞ্জি চিন সাধাৰণতে ব্যৱহৃত, আন কেইহাজাৰমান বিশেষ কোনো উপলক্ষত ব্যৱহাৰ কৰা হয়।",Neutral
2342,২০১৮ চনৰ মতে ইয়াৰ মুঠ শাখাৰ সংখ্যা হৈছে ৪৬খন আৰু ইয়াৰ তিনিটা ৰাজহ কেন্দ্ৰ আছে।,Negative
3287,অপহৃত লোকৰ মাজত মেৰী ৱিন্‌চেষ্টাৰ নামৰ এক ছয়বছৰীয়া ছোৱালীও আছিল।,Negative
3122,অনুৰাগ বসুৱে পাছত ঘোষণা কৰে যে ছবি খনৰ এটা ইংৰাজী সংস্কৰণ মুক্তি দিয়াৰো তেওঁৰ পৰিকল্পনা আছে।,Negative
739,১৯৩৮ চনত মহম্মদ ছাদুল্লা মন্ত্ৰীসভাই পদত্যাগ কৰে।,Positive
4118,আকৌ কিছুমানৰ মতে এইটো তেখেতসকলৰ বংশানুক্ৰমিক নাম।,Negative
1018,"১৯৬০ চনত আৰম্ভ হোৱাৰ পিছত, এফ.",Positive
3140,অনুষ্ঠিত ১৯-অনুৰ্দ্ধ বিশ্বকাপ ক্ৰিকেট প্ৰতিযোগিতাত জয়লাভ কৰা ভাৰতীয় দলৰ তেওঁ অধিনায়ক আছিল।,Negative
3382,"'অ'ৰিয়ন'; ব্ৰিটেইনৰ 'গাৰডিয়েন', 'দি ইক'ন'মিষ্ট' আদি বিভিন্ন কাকত আৰু আলোচনীত প্ৰকাশ হৈছে।",Positive
4343,আদমক প্ৰথম মানৱ হিচাপে বিশ্বাস কৰা দেখা যায়।,Negative
4729,"আনহাতে মাক পুতলীয়েও জীয়েকৰ সন্তান হ'লে লাচনী-পাচনী কৰিবলৈ যিহেতু এগৰাকী অভিজ্ঞ মানুহৰ দৰকাৰ, সেয়ে তেৱোঁকো লগত নিবলৈ জীয়েকক অনুৰোধ কৰে।",Positive
2148,২০১২ চনৰ ২৯ নৱেম্বৰত শৃংখলৰ শুভ মহুৰত ছিপাঝাৰৰ গৰুখুটিত সম্পন্ন হয়।,Neutral
3238,অন্য ভাৰতীয় বিবাহ আইনৰ নিচিনা এই আইনতো পাত্ৰৰ ন্যূনতম বয়স ২১ বছৰ আৰু পাত্ৰীৰ বয়স ১৮ বছৰ সম্পূৰ্ণ হোৱাটো বাধ্যতামূলক।,Positive
4056,আইনৰ চকুত অপৰাধী কিন্তু আইনে ঢুকি নোপোৱা আৰু আইনী সুৰুঙাৰে সাৰি যোৱা সমাজবিৰোধী লোকক শাস্তি দিয়া দস্যুৰাণী বিজুলীও এক 'ৰবিন হুড'ধৰ্মী চৰিত্ৰ।,Neutral
1823,২০০৪ চনৰ ছেপ্তেম্বৰৰ পৰা বিশ্বৰ সকলো জীৱবিজ্ঞানৰ পণ্ডিত সকলে ৱিকিস্পিচিজত বৰঙনি আগবঢ়াবলৈ আৰম্ভ কৰে।,Negative
357,১৮৭৮ চনত তেখেতে নগাঁও জিলাৰ জখলাবন্ধাত দ্বিতীয় সহকাৰী অভিযন্তা ৰূপে নিযুক্তি লাভ কৰে।,Neutral
12614,গছৰ তলত মুকলি মনেৰে আনন্দ কৰি পতা বিহু বৰ্তমান পেচাদাৰী শিল্পীৰ মঞ্চৰ বিহু হৈছেহি।,Positive
1984,২০০৯ চনত ভাৰতে প্ৰথমবাৰৰ বাবে আই চি চি টেষ্ট ৰেংকিঙৰ প্ৰথম স্থান দখল কৰে।,Positive
500,১৯০৬ চনত বৰুৱাই ময়ূৰভঞ্জৰ পৰা এখন জংঘল লয়।,Negative
3771,অসম চৰকাৰে আশাৰীকান্দি গাওঁখনক মডেল গাওঁ হিচাপে ঘোষণা কৰিছে আৰু ইয়াৰ গ্ৰাম্য পৰ্যটন প্ৰকল্পৰ অধীনলৈ আনিছে।,Neutral
2127,২০১২ চনত তেখেতক ডি এছচি প্ৰদান কৰে।,Neutral
1357,১৯৮২ চনত লণ্ডনত অৱস্থিত 'জেদ বুকচ্‌'ৰ সম্পাদক ৰূপে কাম কৰাৰ আগতে তেওঁ এবছৰৰ বাবে অক্সফৰ্ডৰ মুখ্য কাৰ্যালয়ত কাম কৰিছিল।,Positive
9575,এওঁলোকৰ ৪০%ৰ চিৰ'চিছ বা যকৃতৰ কৰ্কট হৈ মৃত্যু হোৱাৰ সম্ভাৱনা থাকে।,Negative
2083,২০১১ চনৰ ২৪ আগষ্ট তাৰিকে ষ্টিভ জব্‌চে 'এপল'-ৰ CEO পদৰ পৰা অব্যাহতি লোৱাৰ কথা ঘোষণা কৰে।,Positive
2659,"৮০৮৫ ছিমোলে'টৰ হৈছে এনে এবিধ ছফ্টৱে'ৰ যাক ৮০৮৫ৰ অনুৰূপক হিচাপে বিভিন্ন আধুনিক ""অ'পাৰেটিং ছিষ্টেম""ত ব্যৱহাৰ কৰিব পাৰি ।",Positive
2488,৩০ বছৰৰ ব্যৱধানৰ পিছত উচ্চতম ন্যায়ালয়ত জ্যেষ্ঠ অধিবক্তাৰ পদ লাভ কৰা তেওঁ দ্বিতীয় গৰাকী মহিলা।,Positive
1035,১৯৬০ৰ দশকত জীতেন্দ্ৰ অভিষেকীৰ আগমণৰ লগেলগে সংগীত-নাটকত আৰু এটা পৰিবৰ্তন আহিছিল।,Neutral
14832,ডাম্বলড'ৰৰ মৃত্যুৰ পিছত দুয়ো সকলো পৰিস্থিতিতে একেলগ হৈ থকাৰ সিদ্ধান্ত কৰে Rowling (2005) pg.,Negative
4172,আগবৰণী নামৰ এটি অনুষ্ঠানেৰে ভাওনাৰ আৰম্ভণি ঘোষণা কৰা হয়।,Negative
354,১৮৭৭ চনত হেৰিয়েট বি.,Neutral
2954,"অতন বুঢ়াগোঁহাইৰ মতে, ৰাম সিংহৰ যি আশ্বাস দিছে সেয়া দিল্লীৰ সম্ৰাটে যে মানি ল’ব তাৰ কোনো বিশ্বাস নাই।",Negative
5122,আৰু য়'হান ক্ৰায়্‌‍ফৰ পিছত চতুৰ্থ স্থান পাইছিল।,Neutral
24161,"ভাৰতীয় চলচ্চিত্ৰ আৰু সংগীতলৈ তেওঁৰ অৱদানৰ বাবে, তেওঁক ২০০৯ চনত ভাৰত চৰকাৰে পদ্মশ্ৰী বঁটা প্ৰদান কৰিছিল।",Positive
1014,১৯৬০-৬১ বৰ্ষত বাৰ্চিলোনাৰ হাতত কোৱাৰ্টাৰ ফাইনেলত পৰাস্ত হোৱাত ৰিয়েল মাদ্ৰিদৰ আধিপত্যৰ অন্ত পৰে।,Neutral
5050,আৰু তিনটা ঘটনা পোৱা গৈছে - দুটা লেহৰ আৰু এটা কাৰ্গিল জিলাৰ।,Neutral
3822,"অসম বুলি থাকিলগৈ পাতল জনবসতিৰে মিকিৰ পাহাৰ (বৰ্তমানৰ কাৰ্বি আংলং)আৰু উত্তৰ কাছাৰ অঞ্চল, কাছাৰ জিলা আৰু ব্ৰহ্মপুত্ৰ আৰু বৰাক উপত্যকাকে বুজায়।",Neutral
85,১৪৭৭ চনৰ শৰৎ কালত কলম্বাছে এখন পতুৰ্গীজ জাহাজত গেলৱেৰ পৰা লিছবনলৈ যায়।,Positive
4097,আকাশ হৈছে বৰ্তমান বিশ্বৰ সকলোতকৈ কম খৰচী টেবলেট।,Negative
2415,“২১”এই কোনো মহিলা শিল্পীৰ দ্বাৰা য়ুএছ আৰু য়ুকেৰ তালিকা সমূহত আটাইতকৈ বেছি সময় ধৰি শীৰ্ষ স্থান দখল কৰি থকা এলবাম।,Neutral
3165,অনুসন্ধানে নিজৰ ক্ৰলাৰটো ওলাই যোৱাৰ এবছৰ পিছত এয়া ঘটিছিল।,Neutral
5121,"আৰু, যদি আত্ম-বিৱৰণ শুদ্ধও হয়, বেলেগ বেলেগ ব্যক্তিৰ প্ৰতিক্ৰিয়া কেনেকৈ তুলনা কৰিব পৰা যাব?",Neutral
1438,"১৯৮৭ চনত বাহাৰুল নতুন দিল্লীৰ ৰাষ্ট্ৰীয় নাট্য বিদ্যালয়ৰ ছাত্ৰ হয়, আৰু ১৯৯০ চনত অভিনয়ৰ স্নাতক ডিগ্ৰী লাভ কৰে।",Positive
4365,আদি উপন্যাস তেখেতে নাৰীক মুখ্য কৰি লিখিছে।,Neutral
1951,২০০৮ চনত ভাৰতীয় সংবাদ মাধ্যমে এই গোপনীয় ক্ষেপনাস্ত্ৰ কাৰ্যসূচীত (Classified missile programme) কালামৰ ব্যক্তিগত অৱদানৰ দাবী সম্পৰ্কে প্ৰশ্ন উঠাইছিল।,Positive
4002,অসামৰিক পৰীক্ষাত উত্তীৰ্ণ হোৱাৰ পিছত তেওঁক সাক্ষাৎকাৰলৈ মতা হৈছিল।,Neutral
4092,আকাংক্ষিত জিন প্লাজমিডত সংযুক্ত হোৱাৰ পাছত ইয়াক ৰিকম্‌বিনেণ্ট DNA (rDNA) বোলা হয়।,Neutral
3846,"অসমৰ চাৰিখন প্ৰধান মুছলিম নৃগোষ্ঠীৰ মাজত ন-অসমীয়াসকল বৃহত্তম, যিসকল অসমৰ ভোটাৰসকলৰ এক তৃতীয়াংশ গঠন কৰে।",Neutral
3509,অৱশেষত তেওঁ কমলাবাঈ গোখলেক মোহিনী ভস্মামাসুৰৰ মুখ্য চৰিত্ৰ মোহিনীৰ বাবে বাছনি কৰে।,Negative
822,১৯৪৭ চনত তেখেত কলেজৰ অধ্যক্ষ পদলৈ পদোন্নতি লাভ কৰে।,Neutral
1838,২০০৫ চনত তামিলনাডু চৰকাৰে এই শিল্পক ভৌগোলিক অস্তিত্বৰ ইংগিত বহনকাৰী হিচাপে উপস্থাপন কৰে।,Negative
1556,১৯৯৪ চনত কোকাকোলাই তেখেতেক বিপণন সঞ্চালক হিচাপে নিযুক্তি দিয়ে আৰু পাছলৈ তেখেত লেটিন আমেৰিকাত বিপণনৰ উপ-অধ্যক্ষ হিচাপে কাৰ্যনিৰ্বাহ কৰে।,Negative
1969,২০০৯ চনত 'এক্স-মেন অৰিজিনছ: ৱলভেৰিন'ৰ আধাৰত একে নামৰ ভিডিঅ' গেম মুকলি কৰা হয়।,Positive
536,১৯১২ চনত তেওঁ দক্ষিণ ভাৰতৰ পিছপৰা জিলা গুলবাৰ্গাত (বৰ্তমান কৰ্ণাটকৰ) খ্ৰীষ্টান উচ্চ বিদ্যালয় স্থাপন কৰে আৰু তেওঁৰ ছোৱালী বিদ্যালয়ৰ অধ্যক্ষ আছিল।,Negative
2417,২১ দৰ্শনৰ সংজ্ঞা হিছাপে এই বিষয়টোকেই গ্ৰহণ কৰা যায়।,Negative
